ID_OFERTA;DATA_COLETA;ITEM_ORIGINAL;ITEM_NORMALIZADO;GRUPO_COMPARAVEL;LOJA;TIPO_CANAL;MARCA;DESCRICAO_COMERCIAL;MODELO_REFERENCIA;MATERIAL;ACABAMENTO_COR;MEDIDA_PRINCIPAL;UNIDADE_MEDIDA;TIPO_PRODUTO;PRECO_LISTA;PRECO_PIX;PRECO_UTILIZADO;PRECISAO_FONTE;CLASSIFICACAO_COMPARABILIDADE;NIVEL_PRODUTO;OBSERVACAO_ANALITICA;URL_FONTE;IMAGEM_LOCAL;IMAGEM_LEGENDA
191;2026-05-19;SIFÃO;Sifão;Sifão simples / extensivo;Leroy Merlin;Varejo;Blukit;Sifão Extensível Universal Blukit branco;;Plástico / elastômeros;Branco;n/i;;Sifão simples / extensivo;10.9;9.81;9.81;Lista/página produto;B;Intermediário técnico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.leroymerlin.com.br/sifao-extensivel-universal-blukit--branco-_1571421207;assets/product-images/blukit_tubo_extensivo_110.png;Imagem pública de referência de sifão/tubo extensivo Blukit.
192;2026-05-19;TUBO EXT SIMPLES UNI;Tubo extensivo simples universal;Tubo extensivo simples universal;Cassol;Varejo;Blukit;Sifão Tubo Extensivo Simples Universal 1,1 Branco Blukit;;Plástico / elastômeros;Branco;n/i;;Tubo extensivo simples universal;18.9;;18.9;Página produto;B;Intermediário técnico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.cassol.com.br/sifao-tubo-extensivo-simples-universal-1-1-branco-blukit/p;assets/product-images/blukit_tubo_extensivo_110.png;Imagem pública de referência de tubo extensivo Blukit.
193;2026-05-19;SIFÃO P/LAVATÓRIO-PI;Sifão p/ lavatório-pia;Sifão para lavatório / pia;Leroy Merlin;Marketplace;Blukit;Sifão Tubo Extensivo com Copo e Canopla Blukit Cromado;;Plástico / elastômeros;Cromado;n/i;;Sifão para lavatório / pia;82.43;78.31;78.31;Página produto;C;Acabamento superior;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.leroymerlin.com.br/sifao-tubo-extensivo-c-copo-e-canopla-blukit-cromado_1571584828;assets/product-images/blukit_sifao_copo_cromado.png;Imagem pública de referência do sifão com copo cromado Blukit.
194;2026-05-19;SIFÃO;Sifão;Sifão duplo;Ferreira Costa;Varejo;Blukit;Sifão Sanfonado Universal Duplo Extensível de Plástico Cromado Blukit;;Plástico / elastômeros;Cromado;n/i;;Sifão duplo;125.9;;125.9;Página produto;B;Acabamento superior;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.ferreiracosta.com/produto/174265/sifao-sanfonado-universal-duplo-extensivel-de-plastico-cromado;assets/product-images/blukit_tubo_extensivo_110.png;Imagem pública de referência de sifão/tubo extensivo Blukit.
195;2026-05-19;SIFÃO;Sifão;Sifão simples / extensivo;Leroy Merlin;Marketplace;Blukit;Sifão Tubo Extensivo Longo Universal 1,5m Blukit;;Plástico / elastômeros;n/i;1,5;m;Sifão simples / extensivo;32.35;;32.35;Busca categoria;B;Intermediário técnico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.leroymerlin.com.br/sifoes-para-tanques/marca/Blukit;assets/product-images/blukit_sifao_longo_1500.png;Imagem pública de referência do Sifão Tubo Extensivo Longo Blukit.
196;2026-05-19;TUBO EXT SIMPLES UNI;Tubo extensivo simples universal;Tubo extensivo simples universal;Casa Mimosa;Varejo;Censi;Sifão Tubo Extensível com Suporte Branco 7150 Censi;;Plástico / elastômeros;Branco;n/i;;Tubo extensivo simples universal;6.97;6.76;6.97;Página produto;C;Funcional básico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.casamimosa.com.br/sifao-tubo-extensivel-com-suporte-branco-7150-censi-7150-04100/p;;
197;2026-05-19;SIFÃO;Sifão;Sifão com copo;Casa Mimosa;Varejo;Blukit;Sifão Universal com Copo Branco 31301 Blukit;;Plástico / elastômeros;Branco;n/i;;Sifão com copo;40.93;;40.93;Busca categoria;B;Acabamento superior;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.casamimosa.com.br/hidraulica/complementos-hidraulicos/sifoes;assets/product-images/blukit_sifao_copo_cromado.png;Imagem pública de referência do sifão com copo cromado Blukit.
198;2026-05-19;SIFÃO;Sifão;Sifão simples / extensivo;Casa Mimosa;Varejo;Blukit;Sifão Extensivo Longo Universal Branco 30129 Blukit;;Plástico / elastômeros;Branco;n/i;;Sifão simples / extensivo;14.15;;14.15;Relacionados;B;Intermediário técnico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.casamimosa.com.br/sifao-tubo-extensivel-com-suporte-branco-7150-censi-7150-04100/p;assets/product-images/blukit_sifao_longo_1500.png;Imagem pública de referência do Sifão Tubo Extensivo Longo Blukit.
199;2026-05-19;TUBO EXT SIMPLES UNI;Tubo extensivo simples universal;Tubo extensivo simples universal;Casa Mimosa;Varejo;Blukit;Sifão Tubo Extensivo Simples Universal Branco PP 1,1m 30138 Blukit;030138;PP / Polipropileno;Branco;1,1;m;Tubo extensivo simples universal;11.51;;11.51;Página produto;B;Intermediário técnico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.casamimosa.com.br/sifao-tubo-extensivo-simples-universal-branco-pp-11m-30138-blukit-030138-412/p;assets/product-images/blukit_tubo_extensivo_110.png;Imagem pública de referência de tubo extensivo Blukit.
200;2026-05-19;TUBO EXT SIMPLES UNI;Tubo extensivo simples universal;Tubo extensivo simples universal;NH Materiais;Varejo;Blukit;Sifão Tubo Extensivo Simples Universal 1,1 metro Blukit;;Plástico / elastômeros;n/i;1,1;m;Tubo extensivo simples universal;15.82;15.35;15.35;Página produto;B;Intermediário técnico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.nhmateriais.com.br/sifao-sanfonado-universal-110cm-blukit;assets/product-images/blukit_tubo_extensivo_110.png;Imagem pública de referência de tubo extensivo Blukit.
201;2026-05-19;MECANISMO CAIXA ACOP;Mecanismo caixa acoplada;Mecanismo de saída;Casa Mimosa;Varejo;Blukit;Mecanismo de Saída para Caixa Acoplada com Acionamento Superior 340274 Blukit;340274;n/i;n/i;n/i;;Mecanismo de saída;43.73;43.73;43.73;Página/busca varejista;B;Intermediário técnico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.casamimosa.com.br/mecanismo-de-saida-para-caixa-acoplada-com-acionamento-superior-340274-blukit-340274-41/p;;
202;2026-05-19;MECANISMO CAIXA ACOP;Mecanismo caixa acoplada;Kit / mecanismo universal;Cassol;Varejo;Blukit;Mecanismo Universal para Caixa Acoplada Torneira Boia 1/2 e 3/4 Blukit;;n/i;n/i;1/2;;Kit / mecanismo universal;24.9;24.9;24.9;Página/busca varejista;B;Intermediário técnico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.cassol.com.br/mecanismo-universal-para-caixa-acoplada-torneira-boia-1x2polegadas-e-3x4polegadas-blukit/p;;
203;2026-05-19;MECANISMO CAIXA ACOP;Mecanismo caixa acoplada;Reparo / vedação;Casa Mimosa;Varejo;Blukit;Kit Completo para Vedação e Fixação de Caixa Acoplada 340220 Blukit;340220;n/i;n/i;n/i;;Reparo / vedação;16.1;16.1;16.1;Página/busca varejista;B;Intermediário técnico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.casamimosa.com.br/kit-completo-para-vedacao-e-fixacao-de-caixa-acoplada-340220-blukit-340220-212/p;;
204;2026-05-19;MECANISMO CAIXA ACOP;Mecanismo caixa acoplada;Kit / mecanismo universal;Ferreira Costa;Varejo;Astra;Mecanismo Universal Completo para Caixa Acoplada com Acionamento Superior - Astra;;n/i;n/i;n/i;;Kit / mecanismo universal;139.0;139.0;139.0;Página/busca varejista;B;Intermediário técnico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.ferreiracosta.com/produto/387275/mecanismo-universal-completo-para-caixa-acoplada-com-acionamento-superior-astra;;
205;2026-05-19;MECANISMO CAIXA ACOP;Mecanismo caixa acoplada;Kit / mecanismo universal;Ferreira Costa;Varejo;Deca;Kit Completo de Mecanismo Universal 1/2 com Acionamento Duplo para Caixa de Acoplar - Deca;;n/i;n/i;1/2;;Kit / mecanismo universal;285.9;285.9;285.9;Página/busca varejista;B;Intermediário técnico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.ferreiracosta.com/pesquisa/app-conjuntos-de-bacia-e-caixa-para-acoplar;;
206;2026-05-19;MECANISMO CAIXA ACOP;Mecanismo caixa acoplada;Mecanismo de entrada;Ferreira Costa;Varejo;Censi;Kit Mecanismo para Caixa Acoplada Entrada Pop Flux Saída Convencional - Censi;;n/i;n/i;n/i;;Mecanismo de entrada;123.9;123.9;123.9;Página/busca varejista;B;Intermediário técnico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.ferreiracosta.com/pesquisa/app-conjuntos-de-bacia-e-caixa-para-acoplar;;
207;2026-05-19;MECANISMO CAIXA ACOP;Mecanismo caixa acoplada;Mecanismo de entrada;Ferreira Costa;Varejo;Censi;Mecanismo de Entrada Universal e Unificado para Caixa Acoplada - Censi;;n/i;n/i;n/i;;Mecanismo de entrada;65.9;65.9;65.9;Página/busca varejista;B;Funcional básico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.ferreiracosta.com/pesquisa/app-conjuntos-de-bacia-e-caixa-para-acoplar;;
208;2026-05-19;MECANISMO CAIXA ACOP;Mecanismo caixa acoplada;Kit / mecanismo universal;Ferreira Costa;Varejo;Egaplast;Mecanismo para Caixa Acoplada com Kit Superior Branco - Egaplast;;n/i;Branco;n/i;;Kit / mecanismo universal;94.9;94.9;94.9;Página/busca varejista;B;Intermediário técnico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.ferreiracosta.com/pesquisa/app-conjuntos-de-bacia-e-caixa-para-acoplar;;
209;2026-05-19;VALV ALTER PRESS CX;Válvula alternadora de pressão;Válvula alternadora / transferidora de pressão;Telhanorte;Varejo/Marketplace;Blukit;Válvula Alternadora de Pressão Blukit para Caixa D’água 330601;330601;n/i;n/i;n/i;;Válvula alternadora / transferidora de pressão;134.9;134.9;134.9;Página/lista varejista;A;Intermediário técnico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.telhanorte.com.br/valvula-alternadora-de-pressao-para-caixa-dagua-330601-blukit-1574191/p;assets/product-images/blukit_valvula_alternadora.png;Imagem pública de referência da Válvula Alternadora de Pressão Blukit.
210;2026-05-19;VALV ALTER PRESS CX;Válvula alternadora de pressão;Válvula alternadora / transferidora de pressão;Mercado Livre;Varejo/Marketplace;Censi;Válvula Alternadora de Pressão para Caixa D’Água Censi 96800;;n/i;n/i;n/i;;Válvula alternadora / transferidora de pressão;166.25;166.25;166.25;Página/lista varejista;A;Funcional básico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://lista.mercadolivre.com.br/valvula-transferidora-pressao-censi;;
211;2026-05-19;VALV ALTER PRESS CX;Válvula alternadora de pressão;Válvula alternadora / transferidora de pressão;Amazon;Varejo/Marketplace;Blukit;Válvula Alternadora de Pressão Para Caixa D’Agua Blukit;330601;n/i;n/i;n/i;;Válvula alternadora / transferidora de pressão;97.5;97.5;97.5;Página/lista varejista;A;Intermediário técnico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.amazon.com.br/v%C3%A1lvula-transferidora-de-press%C3%A3o/s?k=v%C3%A1lvula+transferidora+de+press%C3%A3o;assets/product-images/blukit_valvula_alternadora.png;Imagem pública de referência da Válvula Alternadora de Pressão Blukit.
212;2026-05-19;"TORN P/MAQUI 1/2"" 90";Torneira para máquina 1/2 90°;Torneira para máquina 1/2 / 3/4;Ponto Frio;Varejo/Marketplace;Censi;Torneira Para Máquina De Lavar Censi 7559 De Parede Cromada;;n/i;n/i;n/i;;Torneira para máquina 1/2 / 3/4;45.9;45.9;45.9;Página/lista varejista;B;Funcional básico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.pontofrio.com.br/torneira-para-maquina-de-lavar-censi-7559-de-parede-cromada/p/1579457523;;
213;2026-05-19;"TORN P/MAQUI 1/2"" 90";Torneira para máquina 1/2 90°;Torneira para máquina 1/2 / 3/4;Magalu;Varejo/Marketplace;Censi;Torneira para Máquina de Lavar Censi 7559 de Parede Cromada;;n/i;n/i;n/i;;Torneira para máquina 1/2 / 3/4;49.9;49.9;49.9;Página/lista varejista;B;Funcional básico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.magazineluiza.com.br/busca/torneira%2Bcensi%2Bpara%2Bmaquinas/;;
214;2026-05-19;"TORN P/MAQUI 1/2"" 90";Torneira para máquina 1/2 90°;Torneira para máquina 1/2 / 3/4;Ferreira Costa;Varejo/Marketplace;Blukit;Torneira para Máquina de Lavar 1/2 7090 - Blukit;;n/i;n/i;1/2;;Torneira para máquina 1/2 / 3/4;51.9;51.9;51.9;Página/lista varejista;B;Intermediário técnico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.ferreiracosta.com/produto/66908/torneira-para-maquina-de-lavar-1-2-7090-blukit;assets/product-images/blukit_torneira_maquina.png;Imagem pública de referência de torneira para máquina Blukit.
215;2026-05-19;"TORN P/MAQUI 1/2"" 90";Torneira para máquina 1/2 90°;Torneira para máquina 1/2 / 3/4;Sodimac;Varejo/Marketplace;Censi;Torneira para Máquina de Lavar Roupa e Lava-Louça Esfera 1/4, 1/2 e 3/4 de Metal;;n/i;n/i;1/2;;Torneira para máquina 1/2 / 3/4;64.9;64.9;64.9;Página/lista varejista;B;Funcional básico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.sodimac.com.br/sodimac-br/product/857639/torneira-para-maquina-de-lavar-roupa-e-lava-lou%C3%A7a-esfera-1-4-1-2-e-3-4-de-metal/857639/;;
216;2026-05-19;"TORN P/MAQUI 1/2"" 90";Torneira para máquina 1/2 90°;Torneira para máquina 1/2 / 3/4;Mercado Livre;Varejo/Marketplace;Blukit;Torneira Para Máquina De Lavar Cromada 1/2 Blukit;;n/i;n/i;1/2;;Torneira para máquina 1/2 / 3/4;46.99;46.99;46.99;Página/lista varejista;B;Intermediário técnico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://lista.mercadolivre.com.br/torneira-maquina-de-lavar-blukit;assets/product-images/blukit_torneira_maquina.png;Imagem pública de referência de torneira para máquina Blukit.
217;2026-05-19;"TORN P/MAQUI 1/2"" 90";Torneira para máquina 1/2 90°;Torneira para máquina 1/2 / 3/4;Alles Shop;Varejo/Marketplace;Blukit;Torneira Para Máquina De Lavar e Jardim 1/4 de Volta Branco - Blukit;;n/i;Branco;n/i;;Torneira para máquina 1/2 / 3/4;37.91;37.91;37.91;Página/lista varejista;B;Intermediário técnico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.alleshop.com.br/casa-e-construcao/lavanderia/torneiras-e-registros/torneira-esfera-de-metal-para-maquina-de-lavar-blukit;assets/product-images/blukit_torneira_maquina.png;Imagem pública de referência de torneira para máquina Blukit.
218;2026-05-19;"NIPLE 1/2"" CROMADO";"Niple 1/2"" cromado";Niple cromado 1/2 / conexão aparente;Telhanorte;Varejo/Marketplace;Blukit;Niple Paralelo 1/2 30mm Cromado 170501 Blukit;;n/i;Cromado;30;m;Niple cromado 1/2 / conexão aparente;41.9;41.9;41.9;Página/lista varejista;B;Acabamento superior;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.telhanorte.com.br/niple-paralelo-12-30mm-cromado-170501-blukit-802565/p;assets/product-images/blukit_niple_paralelo.png;Imagem pública de referência de niple Blukit.
219;2026-05-19;"NIPLE 1/2"" CROMADO";"Niple 1/2"" cromado";Niple cromado 1/2 / conexão aparente;Tokari;Varejo/Marketplace;Furkin;Niple Metal 1/2 x 1/2 Cromado para Conexões Hidráulicas;;n/i;Cromado;1/2;;Niple cromado 1/2 / conexão aparente;16.0;16.0;16.0;Página/lista varejista;B;Acabamento superior;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.tokari.com.br/niple-metal-1-2-x-1-2-cromado-para-conexoes-hidraulicas;;
220;2026-05-19;"NIPLE 1/2"" CROMADO";"Niple 1/2"" cromado";Niple cromado 1/2 / conexão aparente;Loja do Pedrão;Varejo/Marketplace;Wkit;Niple 1/2 Cromado Wkit;;n/i;Cromado;1/2;;Niple cromado 1/2 / conexão aparente;9.72;9.72;9.72;Página/lista varejista;B;Acabamento superior;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://loja.lojadopedrao.com.br/hidraulica/wkit/220;;
221;2026-05-19;"NIPLE 1/2"" CROMADO";"Niple 1/2"" cromado";Niple cromado 1/2 / conexão aparente;Mercado Livre;Varejo/Marketplace;Metais Reis;Conexão Niple 1/2 Cromado Banheiro Metais Reis Prateado;;n/i;Cromado;1/2;;Niple cromado 1/2 / conexão aparente;32.9;32.9;32.9;Página/lista varejista;B;Acabamento superior;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://lista.mercadolivre.com.br/niple-metal-cromado-1%2F2;;
222;2026-05-19;GRELHA QUAD.P/CX SIF;Grelha quadrada para caixa sifonada;Grelha / caixa sifonada quadrada;Telhanorte;Varejo;Tigre;Caixa Sifonada Para Grelha Quadrada 100x100x50mm Tigre;;n/i;n/i;50;m;Grelha / caixa sifonada quadrada;59.9;;59.9;Página produto;D;Funcional básico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.telhanorte.com.br/caixa-sifonada-para-grelha-quadrada-100x100x50mm-tigre-358223/p;;
223;2026-05-19;GRELHA QUAD.P/CX SIF;Grelha quadrada para caixa sifonada;Grelha / caixa sifonada quadrada;Loja Merc;Varejo;Tigre;Caixa Sifonada com Grelha e Porta Grelha Quadrada DN 150x150x50mm Branco - Tigre;;n/i;Branco;50;m;Grelha / caixa sifonada quadrada;56.9;55.19;55.19;Página produto;D;Funcional básico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.lojamerc.com.br/caixa-sifonada-com-grelha-e-porta-grelha-quadrada-dn-150x150x50mm-7-entradas-branco---tigre---27068502/p;;
224;2026-05-19;GRELHA QUAD.P/CX SIF;Grelha quadrada para caixa sifonada;Grelha / caixa sifonada quadrada;Casa Mimosa;Varejo;Novii;Grelha Quadrada para Caixa Sifonada 100mm Polida 4021 Novii Ralo Linear;;n/i;n/i;100;m;Grelha / caixa sifonada quadrada;124.18;120.45;120.45;Página produto;D;Funcional básico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.casamimosa.com.br/grelha-quadrada-para-caixa-sifonada-100mm-polida-4021-novii-ralo-linear-4021/p;;
225;2026-05-19;GRELHA QUAD.P/CX SIF;Grelha quadrada para caixa sifonada;Grelha / caixa sifonada quadrada;Hiper Tintas;Varejo;Tigre;Caixa Sifonada Porta Grelha Quadrada Branco 150x185x75 Tigre;;n/i;Branco;n/i;;Grelha / caixa sifonada quadrada;69.9;;69.9;Página produto;D;Funcional básico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.hipertintas.com.br/caixa-sifonada-porta-grelha-quadrada-branco-150x185x75-tigre/p;;
226;2026-05-19;SIFÃO P/LAVATÓRIO-PI;Sifão p/ lavatório-pia;Sifão para lavatório / pia;Copalux;Varejo;Blukit;Sifão Copo Extensivo Universal Cromado para Lavatório 031702 Blukit;031702;Plástico / elastômeros;Cromado;n/i;;Sifão para lavatório / pia;60.41;60.41;60.41;Página produto;B;Acabamento superior;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.copalux.com.br/sifao-copo-extensivo-universal-cromado-para-lavatorio-031702-blukit;assets/product-images/blukit_sifao_copo_cromado.png;Imagem pública de referência do sifão com copo cromado Blukit.
